1,7298,845.14,296.81,61.11,207.33,1,-1,-1,-1
1,7300,1040.28,342.32,76.70,147.82,1,-1,-1,-1
1,7310,294.00,162.00,58.00,134.00,1,-1,-1,-1
1,7311,200.00,188.00,20.00,68.00,1,-1,-1,-1
1,7312,220.00,184.00,34.00,96.00,1,-1,-1,-1
1,7313,462.00,210.00,24.00,64.00,1,-1,-1,-1
2,7310,294.00,162.00,58.00,134.00,1,-1,-1,-1
2,7311,200.00,188.00,20.00,68.00,1,-1,-1,-1
2,7312,220.00,184.00,34.00,96.00,1,-1,-1,-1
2,7313,462.00,210.00,24.00,64.00,1,-1,-1,-1
3,7310,294.00,162.00,58.00,134.00,1,-1,-1,-1
3,7311,200.00,188.00,20.00,68.00,1,-1,-1,-1
3,7312,220.00,184.00,34.00,96.00,1,-1,-1,-1
3,7313,462.00,210.00,24.00,64.00,1,-1,-1,-1
4,7310,294.00,162.00,58.00,134.00,1,-1,-1,-1
4,7311,200.00,188.00,20.00,68.00,1,-1,-1,-1
4,7312,220.00,184.00,34.00,96.00,1,-1,-1,-1
4,7313,462.00,210.00,24.00,64.00,1,-1,-1,-1
5,7310,294.00,162.00,58.00,134.00,1,-1,-1,-1
5,7311,200.00,188.00,20.00,68.00,1,-1,-1,-1
5,7312,220.00,184.00,34.00,96.00,1,-1,-1,-1
5,7313,462.00,210.00,24.00,64.00,1,-1,-1,-1
6,7310,294.00,162.00,58.00,134.00,1,-1,-1,-1
6,7311,200.00,188.00,20.00,68.00,1,-1,-1,-1
6,7312,220.00,184.00,34.00,96.00,1,-1,-1,-1
6,7313,462.00,210.00,24.00,64.00,1,-1,-1,-1
7,7310,299.08,150.90,70.04,160.36,1,-1,-1,-1
7,7311,200.00,188.00,20.00,68.00,1,-1,-1,-1
7,7312,217.82,184.00,35.58,100.16,1,-1,-1,-1
7,7313,455.54,211.39,23.05,61.23,1,-1,-1,-1
8,7310,305.97,144.55,77.79,177.03,1,-1,-1,-1
8,7312,217.40,182.66,36.78,102.98,1,-1,-1,-1
8,7313,452.30,211.89,23.11,61.61,1,-1,-1,-1
9,7310,311.41,144.50,83.26,187.53,1,-1,-1,-1
9,7312,216.77,184.81,38.19,106.67,1,-1,-1,-1
9,7313,451.00,212.06,23.54,63.12,1,-1,-1,-1
10,7310,313.31,144.59,85.92,191.59,1,-1,-1,-1
10,7312,216.51,185.62,38.78,108.03,1,-1,-1,-1
10,7313,450.62,212.11,23.61,63.68,1,-1,-1,-1
11,7310,313.74,144.72,87.38,192.96,1,-1,-1,-1
11,7312,216.40,185.94,39.04,108.50,1,-1,-1,-1
11,7313,450.58,212.12,23.56,63.90,1,-1,-1,-1
12,7310,313.59,144.85,88.33,193.27,1,-1,-1,-1
12,7312,216.35,186.05,39.18,108.62,1,-1,-1,-1
12,7313,450.65,212.11,23.46,63.98,1,-1,-1,-1
13,7310,322.15,127.02,107.13,232.92,1,-1,-1,-1
13,7312,217.32,184.78,42.48,117.78,1,-1,-1,-1
13,7313,454.45,212.10,25.22,69.29,1,-1,-1,-1
14,7310,340.72,128.78,108.68,232.13,1,-1,-1,-1
14,7312,218.45,186.84,42.18,117.38,1,-1,-1,-1
14,7313,455.15,209.54,25.99,72.52,1,-1,-1,-1
15,7310,350.70,127.27,110.28,236.20,1,-1,-1,-1
15,7312,218.35,186.38,43.15,120.99,1,-1,-1,-1
15,7313,457.40,212.35,26.22,73.78,1,-1,-1,-1
16,7310,354.64,126.75,110.64,237.61,1,-1,-1,-1
16,7312,218.41,186.20,43.31,122.33,1,-1,-1,-1
16,7313,458.36,213.47,26.18,74.24,1,-1,-1,-1
17,7310,356.16,126.62,110.53,237.94,1,-1,-1,-1
17,7312,218.52,186.12,43.19,122.79,1,-1,-1,-1
17,7313,458.79,213.90,26.05,74.39,1,-1,-1,-1
18,7310,356.71,126.64,110.24,237.86,1,-1,-1,-1
18,7312,218.64,186.09,42.97,122.91,1,-1,-1,-1
18,7313,459.02,214.05,25.88,74.42,1,-1,-1,-1
19,7310,370.80,98.62,138.27,305.32,1,-1,-1,-1
19,7312,217.18,179.61,47.16,135.82,1,-1,-1,-1
19,7313,458.96,214.30,26.14,75.17,1,-1,-1,-1
20,7310,380.10,81.29,149.98,339.53,1,-1,-1,-1
20,7312,215.28,173.45,50.20,145.62,1,-1,-1,-1
21,7310,393.89,67.74,156.91,363.89,1,-1,-1,-1
21,7312,212.66,172.22,51.39,149.52,1,-1,-1,-1
22,7310,400.62,62.17,157.60,373.80,1,-1,-1,-1
22,7312,211.64,171.75,51.75,151.00,1,-1,-1,-1
23,7310,404.16,60.04,155.85,377.49,1,-1,-1,-1
23,7312,211.29,171.59,51.78,151.48,1,-1,-1,-1
24,7310,406.30,59.33,153.31,378.61,1,-1,-1,-1
24,7312,211.21,171.56,51.69,151.58,1,-1,-1,-1
25,7310,442.16,21.44,173.71,437.87,1,-1,-1,-1
25,7312,201.47,162.60,55.70,165.62,1,-1,-1,-1
25,7313,464.03,208.56,23.44,66.98,1,-1,-1,-1
26,7310,467.25,23.88,170.69,434.01,1,-1,-1,-1
26,7312,194.38,162.95,57.83,164.70,1,-1,-1,-1
26,7313,462.11,209.54,23.46,67.69,1,-1,-1,-1
27,7310,499.31,121.93,139.68,352.44,1,-1,-1,-1
27,7312,185.55,159.34,64.20,182.00,1,-1,-1,-1
27,7313,460.51,211.13,22.96,66.56,1,-1,-1,-1
28,7310,508.15,121.37,142.89,360.54,1,-1,-1,-1
28,7312,177.80,151.80,70.49,199.66,1,-1,-1,-1
28,7313,462.18,213.05,22.21,63.49,1,-1,-1,-1
29,7312,173.42,146.31,74.34,209.20,1,-1,-1,-1
29,7313,464.84,215.11,21.91,61.00,1,-1,-1,-1
30,7312,171.56,144.11,76.12,212.96,1,-1,-1,-1
30,7313,465.67,215.85,22.08,60.11,1,-1,-1,-1
31,7312,165.03,143.28,77.22,211.80,1,-1,-1,-1
31,7313,465.63,214.77,22.80,61.14,1,-1,-1,-1
32,7312,162.13,143.02,78.35,211.17,1,-1,-1,-1
32,7313,465.52,214.36,23.24,61.54,1,-1,-1,-1
33,7312,160.72,142.97,79.44,210.79,1,-1,-1,-1
33,7313,465.38,214.20,23.57,61.71,1,-1,-1,-1
34,7312,159.93,143.00,80.46,210.52,1,-1,-1,-1
34,7313,465.25,214.13,23.83,61.78,1,-1,-1,-1
35,7312,159.41,143.06,81.38,210.30,1,-1,-1,-1
35,7313,465.13,214.10,24.06,61.82,1,-1,-1,-1
36,7312,159.02,143.13,82.22,210.10,1,-1,-1,-1
36,7313,465.01,214.08,24.25,61.85,1,-1,-1,-1
37,7312,156.95,141.76,83.50,213.38,1,-1,-1,-1
37,7313,466.13,214.07,25.93,65.80,1,-1,-1,-1
37,7314,96.00,70.00,108.00,346.00,1,-1,-1,-1
38,7313,466.50,214.06,26.62,67.27,1,-1,-1,-1
38,7314,96.00,70.00,108.00,346.00,1,-1,-1,-1
39,7313,466.61,214.06,26.95,67.84,1,-1,-1,-1
39,7314,96.00,70.00,108.00,346.00,1,-1,-1,-1
40,7313,466.61,214.05,27.13,68.05,1,-1,-1,-1
40,7314,96.00,70.00,108.00,346.00,1,-1,-1,-1
41,7313,466.57,214.05,27.25,68.12,1,-1,-1,-1
41,7314,96.00,70.00,108.00,346.00,1,-1,-1,-1
42,7313,466.53,214.04,27.33,68.14,1,-1,-1,-1
42,7314,96.00,70.00,108.00,346.00,1,-1,-1,-1
