1,11444,387.58,185.39,66.48,139.92,1,-1,-1,-1
1,11498,533.87,208.40,45.84,98.02,1,-1,-1,-1
1,11503,199.91,190.64,33.22,111.52,1,-1,-1,-1
28,11505,1036.00,143.00,99.00,147.00,1,-1,-1,-1
29,11505,1036.00,143.00,99.00,147.00,1,-1,-1,-1
30,11505,1036.00,143.00,99.00,147.00,1,-1,-1,-1
31,11505,1036.00,143.00,99.00,147.00,1,-1,-1,-1
32,11505,1036.00,143.00,99.00,147.00,1,-1,-1,-1
33,11505,1036.00,143.00,99.00,147.00,1,-1,-1,-1
34,11505,1036.00,143.00,99.00,147.00,1,-1,-1,-1
35,11505,1036.00,143.00,99.00,147.00,1,-1,-1,-1
36,11505,1036.00,143.00,99.00,147.00,1,-1,-1,-1
37,11505,1036.00,143.00,99.00,147.00,1,-1,-1,-1
46,11506,237.00,165.00,48.00,96.00,1,-1,-1,-1
47,11506,237.00,165.00,48.00,96.00,1,-1,-1,-1
48,11506,237.00,165.00,48.00,96.00,1,-1,-1,-1
49,11506,237.00,165.00,48.00,96.00,1,-1,-1,-1
50,11506,237.00,165.00,48.00,96.00,1,-1,-1,-1
51,11506,237.00,165.00,48.00,96.00,1,-1,-1,-1
52,11506,237.00,165.00,48.00,96.00,1,-1,-1,-1
53,11506,237.00,165.00,48.00,96.00,1,-1,-1,-1
54,11506,237.00,165.00,48.00,96.00,1,-1,-1,-1
55,11506,237.00,165.00,48.00,96.00,1,-1,-1,-1
73,11507,908.00,168.00,50.00,108.00,1,-1,-1,-1
73,11508,993.00,158.00,37.00,112.00,1,-1,-1,-1
74,11507,908.00,168.00,50.00,108.00,1,-1,-1,-1
74,11508,993.00,158.00,37.00,112.00,1,-1,-1,-1
75,11507,908.00,168.00,50.00,108.00,1,-1,-1,-1
75,11508,993.00,158.00,37.00,112.00,1,-1,-1,-1
76,11507,908.00,168.00,50.00,108.00,1,-1,-1,-1
76,11508,993.00,158.00,37.00,112.00,1,-1,-1,-1
77,11507,908.00,168.00,50.00,108.00,1,-1,-1,-1
77,11508,993.00,158.00,37.00,112.00,1,-1,-1,-1
78,11507,908.00,168.00,50.00,108.00,1,-1,-1,-1
78,11508,993.00,158.00,37.00,112.00,1,-1,-1,-1
79,11507,908.00,168.00,50.00,108.00,1,-1,-1,-1
79,11508,993.00,158.00,37.00,112.00,1,-1,-1,-1
80,11507,908.00,168.00,50.00,108.00,1,-1,-1,-1
80,11508,993.00,158.00,37.00,112.00,1,-1,-1,-1
81,11507,908.00,168.00,50.00,108.00,1,-1,-1,-1
81,11508,993.00,158.00,37.00,112.00,1,-1,-1,-1
82,11507,908.00,168.00,50.00,108.00,1,-1,-1,-1
82,11508,993.00,158.00,37.00,112.00,1,-1,-1,-1
82,11509,816.00,171.00,44.00,98.00,1,-1,-1,-1
83,11509,816.00,171.00,44.00,98.00,1,-1,-1,-1
84,11509,816.00,171.00,44.00,98.00,1,-1,-1,-1
85,11509,816.00,171.00,44.00,98.00,1,-1,-1,-1
86,11509,816.00,171.00,44.00,98.00,1,-1,-1,-1
87,11509,816.00,171.00,44.00,98.00,1,-1,-1,-1
88,11509,816.00,171.00,44.00,98.00,1,-1,-1,-1
89,11509,816.00,171.00,44.00,98.00,1,-1,-1,-1
90,11509,816.00,171.00,44.00,98.00,1,-1,-1,-1
91,11509,816.00,171.00,44.00,98.00,1,-1,-1,-1
91,11510,1121.00,244.00,103.00,128.00,1,-1,-1,-1
92,11510,1121.00,244.00,103.00,128.00,1,-1,-1,-1
93,11510,1121.00,244.00,103.00,128.00,1,-1,-1,-1
94,11510,1121.00,244.00,103.00,128.00,1,-1,-1,-1
95,11510,1121.00,244.00,103.00,128.00,1,-1,-1,-1
96,11510,1121.00,244.00,103.00,128.00,1,-1,-1,-1
97,11510,1121.00,244.00,103.00,128.00,1,-1,-1,-1
98,11510,1121.00,244.00,103.00,128.00,1,-1,-1,-1
99,11510,1121.00,244.00,103.00,128.00,1,-1,-1,-1
100,11510,1121.00,244.00,103.00,128.00,1,-1,-1,-1
109,11511,941.00,190.00,71.00,67.00,1,-1,-1,-1
109,11512,1060.00,178.00,46.00,85.00,1,-1,-1,-1
110,11511,944.51,194.29,67.41,63.57,1,-1,-1,-1
110,11513,1093.00,150.00,41.00,105.00,1,-1,-1,-1
111,11511,945.92,188.86,74.37,70.67,1,-1,-1,-1
111,11513,1100.83,160.29,38.20,97.29,1,-1,-1,-1
